RO ID,Outlet Name,Display Name,Address Line 1,Address Line 2,City / Town,District,State / UT,State ISO,Pincode,Full Formatted Address,Phone / Mobile,Email Address,Latitude,Longitude,Fuels Available,Amenities,Extracted At
0000124615,SHYAMA SHYAM FILLING STATION BHARAT PETROLEUM DEALERS,SHYAMA SHYAM FILLING STATION BHARAT PETROLEUM DEALERS,SECTOR35-B,DAKSHIN MARG,CHANDIGARH,CHANDIGARH,Chandigarh,IN-42,160019,"SECTOR35-B, DAKSHIN MARG, CHANDIGARH, CHANDIGARH, 160019, India",9815004410,shyama124615@bpclretail.in,30.729194,76.765897,"DIESEL, PETROL, SPEED, SPEED 100 BS IV","Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:15:14
0000147286,FAST TRACK FILLING STATION BHARAT PETROLEUM DEALERS,FAST TRACK FILLING STATION BHARAT PETROLEUM DEALERS,CHOWKI NO. 2,"BEHIND LSC,GULABI BAGH",DELHI,CENTRAL DELHI,Delhi,IN-43,110052,"CHOWKI NO. 2, BEHIND LSC,GULABI BAGH, DELHI, CENTRAL DELHI, 110052, India",9810054013,fasttrack147286@bpclretail.in,28.678154,77.188537,"DIESEL, PETROL, SPEED","Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:15:14
0000112418,LINK ROAD PETROL F.STN. BHARAT PETROLEUM DEALERS,LINK ROAD PETROL F.STN. BHARAT PETROLEUM DEALERS,"LINK ROAD,KAROL BAGH","LINK ROAD,KAROL BAGH",DELHI,CENTRAL DELHI,Delhi,IN-43,110005,"LINK ROAD,KAROL BAGH, LINK ROAD,KAROL BAGH, DELHI, CENTRAL DELHI, 110005, India",9818324129,linkroad112418@bpclretail.in,28.644456,77.198797,"DIESEL, Hi-SPEED DIESEL, PETROL, SPEED","Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:15:14
0000112422,MANN SERVICE STATION BHARAT PETROLEUM DEALERS,MANN SERVICE STATION BHARAT PETROLEUM DEALERS,"RAJINDRA PLACE,NEAR RACHANA,PUSHA",PUSA ROAD,DELHI,CENTRAL DELHI,Delhi,IN-43,110008,"RAJINDRA PLACE,NEAR RACHANA,PUSHA, PUSA ROAD, DELHI, CENTRAL DELHI, 110008, India",9810977099,mann112422@bpclretail.in,28.642538,77.176285,"DIESEL, PETROL, SPEED, SPEED 100 BS IV, SPEED 97","Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:15:14
0000112439,R.S.BHOLA RAM & SONS BHARAT PETROLEUM DEALERS,R.S.BHOLA RAM & SONS BHARAT PETROLEUM DEALERS,"19 A, ALIPUR ROAD",SHAMNATH MARG,DELHI,CENTRAL DELHI,Delhi,IN-43,110054,"19 A, ALIPUR ROAD, SHAMNATH MARG, DELHI, CENTRAL DELHI, 110054, India",9810225430,rsbholaram112439@bpclretail.in,28.678305,77.224698,"DIESEL, PETROL, SPEED","Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:15:14
0000112442,RAJINDER SERVICE STATION BHARAT PETROLEUM DEALERS,RAJINDER SERVICE STATION BHARAT PETROLEUM DEALERS,"LUDLOW CASTLE ESTATE, 2 ALIPUR RAO",ALIPUR ROAD,DELHI,CENTRAL DELHI,Delhi,IN-43,110054,"LUDLOW CASTLE ESTATE, 2 ALIPUR RAO, ALIPUR ROAD, DELHI, CENTRAL DELHI, 110054, India",9871018455,rajinder112442@bpclretail.in,28.670952,77.226065,"DIESEL, Hi-SPEED DIESEL, PETROL, SPEED","In_Out, Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:15:14
0000112461,VEEJAY SERVICE STATION BHARAT PETROLEUM DEALERS,VEEJAY SERVICE STATION BHARAT PETROLEUM DEALERS,KALIDAS MARG SHASHTRI NAGAR,SHASTRI NAGAR,DELHI,CENTRAL DELHI,Delhi,IN-43,110052,"KALIDAS MARG SHASHTRI NAGAR, SHASTRI NAGAR, DELHI, CENTRAL DELHI, 110052, India",9811077757,veejay112461@bpclretail.in,28.673722,77.186996,"DIESEL, PETROL, SPEED, SPEED 100 BS IV","Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:15:14
0000112385,ANAND SUPER SEVICE STN. BHARAT PETROLEUM DEALERS,ANAND SUPER SEVICE STN. BHARAT PETROLEUM DEALERS,MALKA GANJ,MALKA GANJ,DELHI,CENTRAL NORTH DELHI,Delhi,IN-43,110007,"MALKA GANJ, MALKA GANJ, DELHI, CENTRAL NORTH DELHI, 110007, India",9811227127,anand112385@bpclretail.in,28.679467,77.212041,"DIESEL, PETROL, SPEED","Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:15:14
0000112386,ANIL FILLING STATION BHARAT PETROLEUM DEALERS,ANIL FILLING STATION BHARAT PETROLEUM DEALERS,"A - BLOCK,COM.CENT.,PASCHIM PURI","A - BLOCK,COM.CENT.,PASCHIM PURI",DELHI,CENTRAL NORTH DELHI,Delhi,IN-43,110063,"A - BLOCK,COM.CENT.,PASCHIM PURI, A - BLOCK,COM.CENT.,PASCHIM PURI, DELHI, CENTRAL NORTH DELHI, 110063, India",9810080931,anil112386@bpclretail.in,28.670483,77.102313,"DIESEL, PETROL, SPEED","Automation, Pure_Sure, Air_Filling, ATM, TWO_FOUR_SEVEN",2026-09-02 16:15:14
0000112402,GANPATI FILLING STATION BHARAT PETROLEUM DEALERS,GANPATI FILLING STATION BHARAT PETROLEUM DEALERS,MANGOL PURI INDUSTR.AREA PHASE-1,MANGOLPURI,DELHI,CENTRAL NORTH DELHI,Delhi,IN-43,110026,"MANGOL PURI INDUSTR.AREA PHASE-1, MANGOLPURI, DELHI, CENTRAL NORTH DELHI, 110026, India",9818182623,ganpati112402@bpclretail.in,28.688291,77.089723,"DIESEL, PETROL, SPEED","Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:15:14
0000244458,KAMLA FUELS & MOTORS BHARAT PETROLEUM DEALERS,KAMLA FUELS & MOTORS BHARAT PETROLEUM DEALERS,MAIN ROAD IBRAHIMPUR PVR,"KHASRA NO. 79/2, NR NAVRANG FARMS",DELHI,CENTRAL NORTH DELHI,Delhi,IN-43,110084,"MAIN ROAD IBRAHIMPUR PVR, KHASRA NO. 79/2, NR NAVRANG FARMS, DELHI, CENTRAL NORTH DELHI, 110084, India",9868761061,cc244458@bpclretail.in,28.770841,77.179316,"DIESEL, PETROL, SPEED","Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:15:14
0000167171,KRISHNA FILLING STATION BHARAT PETROLEUM DEALERS,KRISHNA FILLING STATION BHARAT PETROLEUM DEALERS,NEAR JAWAHARLAL NEHRUMARG INTERSEC,OPP. TO MCD CIVIC CENTRE,DELHI,CENTRAL NORTH DELHI,Delhi,IN-43,110001,"NEAR JAWAHARLAL NEHRUMARG INTERSEC, OPP. TO MCD CIVIC CENTRE, DELHI, CENTRAL NORTH DELHI, 110001, India",9999944945,krishna167171@bpclretail.in,28.641448,77.225883,"DIESEL, PETROL, SPEED","Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:15:14
0000112424,MOBILE CENTRE BHARAT PETROLEUM DEALERS,MOBILE CENTRE BHARAT PETROLEUM DEALERS,"RAJINDRA MARKET,NEAR TIS HAZARI",RAJINDRA MARKET,DELHI,CENTRAL NORTH DELHI,Delhi,IN-43,110054,"RAJINDRA MARKET,NEAR TIS HAZARI, RAJINDRA MARKET, DELHI, CENTRAL NORTH DELHI, 110054, India",9810272008,mobilecentre112424@bpclretail.in,28.663591,77.218806,"DIESEL, PETROL, SPEED","Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:15:14
0000112438,R.N.MOTORS BHARAT PETROLEUM DEALERS,R.N.MOTORS BHARAT PETROLEUM DEALERS,"ZONE G-17, OUTER RING ROAD,PIRA GA",PEERA GARHI,DELHI,CENTRAL NORTH DELHI,Delhi,IN-43,110041,"ZONE G-17, OUTER RING ROAD,PIRA GA, PEERA GARHI, DELHI, CENTRAL NORTH DELHI, 110041, India",9711816060,rn112438@bpclretail.in,28.67531,77.093428,"DIESEL, PETROL, SPEED, SPEED 100 BS IV","In_Out, Automation, Pure_Sure, Air_Filling, ATM, TWO_FOUR_SEVEN",2026-09-02 16:15:14
0000112440,RAIZADA MOTORS BHARAT PETROLEUM DEALERS,RAIZADA MOTORS BHARAT PETROLEUM DEALERS,"BLOCK 3, DAG EXTENSIONNEAR DELITE","BLOCK 3, DAG EXTENSIONNEAR DELITE",DELHI,CENTRAL NORTH DELHI,Delhi,IN-43,110002,"BLOCK 3, DAG EXTENSIONNEAR DELITE, BLOCK 3, DAG EXTENSIONNEAR DELITE, DELHI, CENTRAL NORTH DELHI, 110002, India",8750000331,raizada112440@bpclretail.in,28.641781,77.23381,"DIESEL, PETROL, SPEED","Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:15:14
0000163708,SAI FILLING STATION BHARAT PETROLEUM DEALERS,SAI FILLING STATION BHARAT PETROLEUM DEALERS,"VILLAGE JHARODA MAJRA,",MAIN ROAD BURARI,DELHI,CENTRAL NORTH DELHI,Delhi,IN-43,110006,"VILLAGE JHARODA MAJRA,, MAIN ROAD BURARI, DELHI, CENTRAL NORTH DELHI, 110006, India",9811169251,sai163708@bpclretail.in,28.733523,77.198281,"DIESEL, PETROL, SPEED, SPEED 100 BS IV","Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:15:14
0000112407,JAGDISH FILLING STATION BHARAT PETROLEUM DEALERS,JAGDISH FILLING STATION BHARAT PETROLEUM DEALERS,"G - BLOCK,NEAR COMM.HALL, SEC-16","G - BLOCK,NEAR COMM.HALL, SEC-16",DELHI,DELHI,Delhi,IN-43,110085,"G - BLOCK,NEAR COMM.HALL, SEC-16, G - BLOCK,NEAR COMM.HALL, SEC-16, DELHI, DELHI, 110085, India",9891231672,jagdish112407@bpclretail.in,28.739353,77.118289,"DIESEL, PETROL, SPEED","Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:15:14
0000112420,M.L.SETHI SERVICE STATION BHARAT PETROLEUM DEALERS,M.L.SETHI SERVICE STATION BHARAT PETROLEUM DEALERS,"NEAR RAJIV GANDHI CANCER HOSPITAL,",ROHINI DELHI,DELHI,DELHI,Delhi,IN-43,110085,"NEAR RAJIV GANDHI CANCER HOSPITAL,, ROHINI DELHI, DELHI, DELHI, 110085, India",9899953395,mlsethi112420@bpclretail.in,28.717999,77.110324,"DIESEL, PETROL, SPEED, SPEED 100 BS IV","Automation, Pure_Sure, Air_Filling, ATM, TWO_FOUR_SEVEN",2026-09-02 16:15:14
0000112427,MUKUL DIESELS BHARAT PETROLEUM DEALERS,MUKUL DIESELS BHARAT PETROLEUM DEALERS,"WAZIRABAD ROAD,GOKULPUR",GOKULPUR,DELHI,DELHI,Delhi,IN-43,110094,"WAZIRABAD ROAD,GOKULPUR, GOKULPUR, DELHI, DELHI, 110094, India",9711461465,mukul112427@bpclretail.in,28.701651,77.289619,"DIESEL, PETROL, SPEED","Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:15:14
0000112428,NATIONAL SERVICE STATION BHARAT PETROLEUM DEALERS,NATIONAL SERVICE STATION BHARAT PETROLEUM DEALERS,"H - BLOCK, CONN.PLACE",C PLACE,DELHI,DELHI,Delhi,IN-43,110001,"H - BLOCK, CONN.PLACE, C PLACE, DELHI, DELHI, 110001, India",9811054523,national112428@bpclretail.in,28.634858,77.217791,"DIESEL, PETROL, SPEED","Automation, Pure_Sure, Air_Filling, Parking, TWO_FOUR_SEVEN",2026-09-02 16:15:14
0000112435,PAM FILLING STATION BHARAT PETROLEUM DEALERS,PAM FILLING STATION BHARAT PETROLEUM DEALERS,"C - BLOCK, COMMUNITY CENTRE",NOOR-E-ILLAHI,DELHI,DELHI,Delhi,IN-43,110053,"C - BLOCK, COMMUNITY CENTRE, NOOR-E-ILLAHI, DELHI, DELHI, 110053, India",9811023462,pam112435@bpclretail.in,28.697041,77.271847,"DIESEL, PETROL","Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:15:14
0000112455,SONDHI MOTORS BHARAT PETROLEUM DEALERS,SONDHI MOTORS BHARAT PETROLEUM DEALERS,"21 - C, C BLOCKCONN.PLACE",C PLACE,DELHI,DELHI,Delhi,IN-43,110001,"21 - C, C BLOCKCONN.PLACE, C PLACE, DELHI, DELHI, 110001, India",9818435113,sondhi112455@bpclretail.in,28.634459,77.220722,"DIESEL, PETROL, SPEED","Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:15:14
0000184171,R.N.MOTORS(ADHOC) BHARAT PETROLEUM DEALERS,R.N.MOTORS(ADHOC) BHARAT PETROLEUM DEALERS,"GOLDEN PARK,RAMPURA,ROHTAK ROAD",RAMPURA,DELHI,DELHI  WEST,Delhi,IN-43,110026,"GOLDEN PARK,RAMPURA,ROHTAK ROAD, RAMPURA, DELHI, DELHI  WEST, 110026, India",,rnmotor184171@bpclretail.in,28.6719698,77.1545577,,Air_Filling,2026-09-02 16:15:14
0000192332,VAIBHAV FILLING STATION ADHOC BHARAT PETROLEUM DEALERS,VAIBHAV FILLING STATION ADHOC BHARAT PETROLEUM DEALERS,GOLDEN PARK,ROHTAK ROAD,DELHI,DELHI  WEST,Delhi,IN-43,110035,"GOLDEN PARK, ROHTAK ROAD, DELHI, DELHI  WEST, 110035, India",,vaibhav112458@bpclretail.in,28.6719698,77.1545577,,Air_Filling,2026-09-02 16:15:14
0000112419,LINK ROAD PETROL S.STN. BHARAT PETROLEUM DEALERS,LINK ROAD PETROL S.STN. BHARAT PETROLEUM DEALERS,LINK ROAD,KAROL BAGH,DELHI,DELHI - CENTRAL,Delhi,IN-43,110005,"LINK ROAD, KAROL BAGH, DELHI, DELHI - CENTRAL, 110005, India",9625799070,linkroad112419@bpclretail.in,28.645055,77.198875,"DIESEL, PETROL, SPEED","Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:15:14
0000112396,BP-PREET VIHAR BHARAT PETROLEUM CORPORATION L,BP-PREET VIHAR BHARAT PETROLEUM CORPORATION L,COMMUNITY CENTRE,,DELHI,DELHI - EAST,Delhi,IN-43,110092,"COMMUNITY CENTRE, , DELHI, DELHI - EAST, 110092, India",,singhrp7771@bharatpetroleum.in,28.639705,77.293534,,Air_Filling,2026-09-02 16:15:14
0000112457,UNIQUE FILLING STATION BHARAT PETROLEUM DEALERS,UNIQUE FILLING STATION BHARAT PETROLEUM DEALERS,POCKET 3 POST OFFICE,MAYUR VIHAR P,DELHI,DELHI - EAST,Delhi,IN-43,110091,"POCKET 3 POST OFFICE, MAYUR VIHAR P, DELHI, DELHI - EAST, 110091, India",9810153363,unique112457@bpclretail.in,28.606093,77.300204,"DIESEL, PETROL, SPEED","Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:15:14
0000112403,GYMKHANA SERVICE STATION BHARAT PETROLEUM DEALERS,GYMKHANA SERVICE STATION BHARAT PETROLEUM DEALERS,NEAR RACE COURSE,NEAR RACE COURSE,DELHI,DELHI - NEW DELHI,Delhi,IN-43,110003,"NEAR RACE COURSE, NEAR RACE COURSE, DELHI, DELHI - NEW DELHI, 110003, India",9213677395,gymkhana112403@bpclretail.in,28.596196,77.204918,"DIESEL, Hi-SPEED DIESEL, PETROL, SPEED, SPEED 100 BS IV","In_Out, Automation, Pure_Sure, Air_Filling, ATM, TWO_FOUR_SEVEN",2026-09-02 16:15:14
0000112411,JIWAN SERVICE STATION BHARAT PETROLEUM DEALERS,JIWAN SERVICE STATION BHARAT PETROLEUM DEALERS,"Q, POINT,",10-MANSINGH ROAD,DELHI,DELHI - NEW DELHI,Delhi,IN-43,110001,"Q, POINT,, 10-MANSINGH ROAD, DELHI, DELHI - NEW DELHI, 110001, India",8920916871,jiwan112411@bpclretail.in,28.604552,77.22459,"DIESEL, PETROL, SPEED","Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:15:14
0000164134,BP-JAKHIRA BHARAT PETROLEUM CORPN LTD.,BP-JAKHIRA BHARAT PETROLEUM CORPN LTD.,JAKHIRA CHOWK,,DELHI,DELHI - NORTH WEST,Delhi,IN-43,110035,"JAKHIRA CHOWK, , DELHI, DELHI - NORTH WEST, 110035, India",,mehtaan@bharatpetroleum.in,28.6671125,77.1665311,,"Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:15:14
0000168008,JAI SHREE GANESH ADHOC BHARAT PETROLEUM DEALERS,JAI SHREE GANESH ADHOC BHARAT PETROLEUM DEALERS,AUCHANDI-KANJAHWALA ROAD,VILL. PUNJAB KHOR,NEW DELHI,DELHI - NORTH WEST,Delhi,IN-43,110081,"AUCHANDI-KANJAHWALA ROAD, VILL. PUNJAB KHOR, NEW DELHI, DELHI - NORTH WEST, 110081, India",,jaishree168008@bpclretail.in,28.786768,76.962817,,Air_Filling,2026-09-02 16:15:14
0000163982,T K OIL COMPANY BHARAT PETROLEUM DEALERS,T K OIL COMPANY BHARAT PETROLEUM DEALERS,GREEN PARK,,NEW DELHI,DELHI - SOUTH,Delhi,IN-43,110016,"GREEN PARK, , NEW DELHI, DELHI - SOUTH, 110016, India",,tk163982@bpclretail.in,28.557593,77.206389,DIESEL,Air_Filling,2026-09-02 16:15:14
0000112410,JAIPUR GOLDEN TPT.CO.LTD. BHARAT PETROLEUM DEALERS,JAIPUR GOLDEN TPT.CO.LTD. BHARAT PETROLEUM DEALERS,KAPASHERA BORDER,DELHI,DELHI,DELHI - SOUTH WEST,Delhi,IN-43,110037,"KAPASHERA BORDER, DELHI, DELHI, DELHI - SOUTH WEST, 110037, India",9810785941,fs.delhi@jaipurgolden.in,28.522202,77.082021,"DIESEL, PETROL, SPEED, SPEED 100 BS IV","Automation, Pure_Sure, Air_Filling, Parking, TWO_FOUR_SEVEN",2026-09-02 16:15:14
0000144348,JAI SHREE KRISHNA FILLING STAT BHARAT PETROLEUM DEALERS,JAI SHREE KRISHNA FILLING STAT BHARAT PETROLEUM DEALERS,BIJIWASAN ROAD,DINDARPUR,NEW DELHI,DELHI - SOUTH WEST,Delhi,IN-43,110043,"BIJIWASAN ROAD, DINDARPUR, NEW DELHI, DELHI - SOUTH WEST, 110043, India",9810353653,jaishreekrish144348@bpclretail.in,28.588702,76.994407,"DIESEL, E85, PETROL, SPEED","Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:15:14
0000147087,MANGAL BHARAT PETROLEUM DEALERS,MANGAL BHARAT PETROLEUM DEALERS,VILLAGE KAPASHERA,NAJAFGARH-KAPASHERA ROAD,NEW DELHI,DELHI - SOUTH WEST,Delhi,IN-43,110037,"VILLAGE KAPASHERA, NAJAFGARH-KAPASHERA ROAD, NEW DELHI, DELHI - SOUTH WEST, 110037, India",9811322354,mangal147087@bpclretail.in,28.530833,77.080176,"DIESEL, PETROL, SPEED","Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:15:14
0000149412,SHOKEEN PETRO BHARAT PETROLEUM DEALERS,SHOKEEN PETRO BHARAT PETROLEUM DEALERS,VILLAGE CHAWLA,NEAR CHAWLA CAMP,NEW DELHI,DELHI - SOUTH WEST,Delhi,IN-43,110071,"VILLAGE CHAWLA, NEAR CHAWLA CAMP, NEW DELHI, DELHI - SOUTH WEST, 110071, India",9211865314,shokeen149412@bpclretail.in,28.55682,77.004611,"DIESEL, PETROL, SPEED","Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:15:14
0000112406,HIGHWAY SERVICE STATION BHARAT PETROLEUM DEALERS,HIGHWAY SERVICE STATION BHARAT PETROLEUM DEALERS,"GOLDEN PARK,RAMPURA,ROHTAK ROAD",RAMPURA,DELHI,DELHI - WEST,Delhi,IN-43,110026,"GOLDEN PARK,RAMPURA,ROHTAK ROAD, RAMPURA, DELHI, DELHI - WEST, 110026, India",,highway112406@bpclretail.in,28.6719698,77.1545577,,"Automation, Air_Filling",2026-09-02 16:15:14
0000112417,LAKSHMI FILLING STATION BHARAT PETROLEUM DEALERS,LAKSHMI FILLING STATION BHARAT PETROLEUM DEALERS,"G- 1, SHOPPING CENTRENEAR SONIA,VIK",VIKAR PURI,DELHI,DELHI - WEST,Delhi,IN-43,110018,"G- 1, SHOPPING CENTRENEAR SONIA,VIK, VIKAR PURI, DELHI, DELHI - WEST, 110018, India",9810442981,laxmi112417@bpclretail.in,28.640245,77.074909,"DIESEL, PETROL, SPEED","Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:15:14
0000112432,NEW UNITED SERVICE STN. BHARAT PETROLEUM DEALERS,NEW UNITED SERVICE STN. BHARAT PETROLEUM DEALERS,"RING ROAD MUNIRKA CROSSING, R.K.PU",,DELHI,DELHI NEW DELHI,Delhi,IN-43,110022,"RING ROAD MUNIRKA CROSSING, R.K.PU, , DELHI, DELHI NEW DELHI, 110022, India",,newunited112432@bpclretail.in,28.570269,77.187269,,"In_Out, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:15:14
0000179068,GARG ROADLINES ADHOC BHARAT PETROLEUM DEALERS,GARG ROADLINES ADHOC BHARAT PETROLEUM DEALERS,JAKHIRA FLYOVER,ROHTAK ROAD,DELHI,DELHI NORTH WEST,Delhi,IN-43,110035,"JAKHIRA FLYOVER, ROHTAK ROAD, DELHI, DELHI NORTH WEST, 110035, India",,gargroa179068@bpclretail.in,28.6671125,77.1665311,,"Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:15:14
0000192323,KANWAR & CO. (ADHOC) BHARAT PETROLEUM DEALERS,KANWAR & CO. (ADHOC) BHARAT PETROLEUM DEALERS,ZAKHIRA,ZAKHIRA,DELHI,DELHI NORTH WEST,Delhi,IN-43,110035,"ZAKHIRA, ZAKHIRA, DELHI, DELHI NORTH WEST, 110035, India",9711152225,kanwar192323@bpclretail.in,28.6671125,77.1665311,,"Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:15:14
