RO ID,Outlet Name,Display Name,Address Line 1,Address Line 2,City / Town,District,State / UT,State ISO,Pincode,Full Formatted Address,Phone / Mobile,Email Address,Latitude,Longitude,Fuels Available,Amenities,Extracted At
0000100788,ONDURU BOJJAIAH SON BHARAT PETROLEUM DEALERS,ONDURU BOJJAIAH SON BHARAT PETROLEUM DEALERS,"ASST NO 864,","PADERU VILLAGE AND POST,",PADERU,ALLURI SITHARAMA RAJ,Andhra Pradesh,IN-11,531024,"ASST NO 864,, PADERU VILLAGE AND POST,, PADERU, ALLURI SITHARAMA RAJ, 531024, India",9441466304,onduru100788@bpclretail.in,18.081996,82.665466,"DIESEL, PETROL","Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:28:52
0000190982,MARUTHI PETROLEUMS BHARAT PETROLEUM DEALERS,MARUTHI PETROLEUMS BHARAT PETROLEUM DEALERS,"1-52B, RS NO 36/1,","SIRIGINDALAPADU,",RAMPACHODAVARAM,ALLURI SITHARAMA RAJ,Andhra Pradesh,IN-11,533288,"1-52B, RS NO 36/1,, SIRIGINDALAPADU,, RAMPACHODAVARAM, ALLURI SITHARAMA RAJ, 533288, India",9490646944,maruthi190982@bpclretail.in,17.429416,81.790774,"DIESEL, PETROL, SPEED","Automation, Air_Filling",2026-09-02 16:28:19
0000225412,SRI SRI SRI KUNCHAALA TALLI F. BHARAT PETROLEUM DEALERS,SRI SRI SRI KUNCHAALA TALLI F. BHARAT PETROLEUM DEALERS,"SY NO. 14-1, PATHA PADERU VILLAGE,",PADERU MANDAL,VISAKHAPATNAM,ALLURI SITHARAMA RAJ,Andhra Pradesh,IN-11,531027,"SY NO. 14-1, PATHA PADERU VILLAGE,, PADERU MANDAL, VISAKHAPATNAM, ALLURI SITHARAMA RAJ, 531027, India",9490330826,kunchaala225412@bpclretail.in,18.0751,82.6588,"DIESEL, PETROL","Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:28:52
0000183504,MAHALAKSHMI FUEL NEEDS BHARAT PETROLEUM DEALERS,MAHALAKSHMI FUEL NEEDS BHARAT PETROLEUM DEALERS,"S.NO.51-2,",DUPPITURU VILLAGE,ACHUTAPURAM,ANAKAPALLI,Andhra Pradesh,IN-11,531011,"S.NO.51-2,, DUPPITURU VILLAGE, ACHUTAPURAM, ANAKAPALLI, 531011, India",9849120988,mahalaks183504@bpclretail.in,17.54234,82.985297,"DIESEL, PETROL","Automation, Parking, Air_Filling",2026-09-02 16:23:53
0000182591,SRINIVASA TRADERS BHARAT PETROLEUM DEALERS,SRINIVASA TRADERS BHARAT PETROLEUM DEALERS,"SURVEY NO.67, SH-38",GOLUGONDA MANDAL,AGENCY LAKSHMIPURAM,ANAKAPALLI,Andhra Pradesh,IN-11,531084,"SURVEY NO.67, SH-38, GOLUGONDA MANDAL, AGENCY LAKSHMIPURAM, ANAKAPALLI, 531084, India",9441341836,srinivas182591@bpclretail.in,17.673401,82.375827,"DIESEL, PETROL","Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:28:35
0000129347,BP GHAR ANAKAPALLE BHARAT PETROLEUM COMPANY OUTLE,BP GHAR ANAKAPALLE BHARAT PETROLEUM COMPANY OUTLE,KASIMKOTA,ANAKAPALLE,ANAKAPALLE,ANAKAPALLI,Andhra Pradesh,IN-11,531031,"KASIMKOTA, ANAKAPALLE, ANAKAPALLE, ANAKAPALLI, 531031, India",8919706442,bp129347@bpclretail.in,17.666673,82.95906,"DIESEL, PETROL, SPEED","Automation, Parking, Air_Filling",2026-09-02 16:23:53
0000158898,SRI LAKSHMI GANAPATHI ENTERPRI BHARAT PETROLEUM DEALERS,SRI LAKSHMI GANAPATHI ENTERPRI BHARAT PETROLEUM DEALERS,R.T.C. BUS STAND/PUDIMADAKA ROAD,ANKAPALLE,ANAKAPALLE,ANAKAPALLI,Andhra Pradesh,IN-11,531001,"R.T.C. BUS STAND/PUDIMADAKA ROAD, ANKAPALLE, ANAKAPALLE, ANAKAPALLI, 531001, India",9441840478,lakshmi158898@bpclretail.in,17.680664,83.001127,"DIESEL, PETROL, SPEED","Automation, Air_Filling",2026-09-02 16:23:53
0000100791,SRI RAMAKRISHNA STATION BHARAT PETROLEUM DEALERS,SRI RAMAKRISHNA STATION BHARAT PETROLEUM DEALERS,OLD TRUNK ROAD,,ANAKAPALLE,ANAKAPALLI,Andhra Pradesh,IN-11,531001,"OLD TRUNK ROAD, , ANAKAPALLE, ANAKAPALLI, 531001, India",7799635777,ramakrishna100791@bpclretail.in,17.68723,83.017145,"PETROL, SPEED","Automation, Pure_Sure, Air_Filling, Parking, TWO_FOUR_SEVEN",2026-09-02 16:23:53
0000251683,KONARK FUELS BHARAT PETROLEUM DEALERS,KONARK FUELS BHARAT PETROLEUM DEALERS,"S.NO 100-5B, 100-5A2","S.NO 100-5B, 100-5A2",ANAKAPALLI,ANAKAPALLI,Andhra Pradesh,IN-11,531019,"S.NO 100-5B, 100-5A2, S.NO 100-5B, 100-5A2, ANAKAPALLI, ANAKAPALLI, 531019, India",9491612131,konarkfuels@gmail.com,17.6775,83.095,"DIESEL, PETROL","Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:23:53
0000263495,SBR ENERGIES BHARAT PETROLEUM DEALERS,SBR ENERGIES BHARAT PETROLEUM DEALERS,"50-02B1,B3,50-03A,C,50-07B &50-16B2",LANKELAPALEM TO ANAKAPALLI,ANAKAPALLI,ANAKAPALLI,Andhra Pradesh,IN-11,531019,"50-02B1,B3,50-03A,C,50-07B &50-16B2, LANKELAPALEM TO ANAKAPALLI, ANAKAPALLI, ANAKAPALLI, 531019, India",9900499448,grk.ramana@gmail.com,17.691328,83.054675,"DIESEL, PETROL","Automation, Air_Filling",2026-09-02 16:23:53
0000246405,SNJR PETRO FILLING STATION BHARAT PETROLEUM DEALERS,SNJR PETRO FILLING STATION BHARAT PETROLEUM DEALERS,SURVEY NO 1/4A,SURVEY NO 1/4A,ANAKAPALLI,ANAKAPALLI,Andhra Pradesh,IN-11,531019,"SURVEY NO 1/4A, SURVEY NO 1/4A, ANAKAPALLI, ANAKAPALLI, 531019, India",9866530876,jagdeshnaidu1976@gmail.com,17.687017,83.080089,"DIESEL, PETROL","Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:23:53
0000259956,TULASAMMA ENTERPRISES BHARAT PETROLEUM DEALERS,TULASAMMA ENTERPRISES BHARAT PETROLEUM DEALERS,SY.NO. 1312/7,GAVARAPALEM,ANAKAPALLI,ANAKAPALLI,Andhra Pradesh,IN-11,531001,"SY.NO. 1312/7, GAVARAPALEM, ANAKAPALLI, ANAKAPALLI, 531001, India",9000357788,omsivabuddha@gmail.com,17.677469,83.022346,"DIESEL, PETROL","Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:23:53
0000262799,PRAKASH FUEL STATION BHARAT PETROLEUM DEALERS,PRAKASH FUEL STATION BHARAT PETROLEUM DEALERS,"R.S.NO. 169/1A, SH 154",MUNAGAPAKA VILLAGE,ANKAPALLI,ANAKAPALLI,Andhra Pradesh,IN-11,531033,"R.S.NO. 169/1A, SH 154, MUNAGAPAKA VILLAGE, ANKAPALLI, ANAKAPALLI, 531033, India",6362181141,bunkraju7999@gmail.com,17.63004,82.986933,"DIESEL, PETROL","Automation, Air_Filling",2026-09-02 16:23:53
0000176637,A.S. PETRO AGENCIES BHARAT PETROLEUM DEALERS,A.S. PETRO AGENCIES BHARAT PETROLEUM DEALERS,BAYYAVARAM,YELAMANCHILI MANDAL,BAYYAVARAM,ANAKAPALLI,Andhra Pradesh,IN-11,531055,"BAYYAVARAM, YELAMANCHILI MANDAL, BAYYAVARAM, ANAKAPALLI, 531055, India",9848191299,as176637@bpclretail.in,17.497512,82.78239,,"Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:23:53
0000180198,SRI LAKSHMI JYOTHI ENERGY STAT BHARAT PETROLEUM DEALERS,SRI LAKSHMI JYOTHI ENERGY STAT BHARAT PETROLEUM DEALERS,NH-5,BAYYAVARAM VILLAGE,BAYYAVARAM,ANAKAPALLI,Andhra Pradesh,IN-11,531031,"NH-5, BAYYAVARAM VILLAGE, BAYYAVARAM, ANAKAPALLI, 531031, India",9550738373,jhothi180198@bpclretail.in,17.655802,82.931134,"DIESEL, PETROL","Automation, Pure_Sure, Air_Filling, Parking, TWO_FOUR_SEVEN",2026-09-02 16:23:53
0000100913,Sri Ramakrishna Station Bharat Petroleum Dealers,Sri Ramakrishna Station Bharat Petroleum Dealers,N.H. - 5,,BAYYAVARAM,ANAKAPALLI,Andhra Pradesh,IN-11,531031,"N.H. - 5, , BAYYAVARAM, ANAKAPALLI, 531031, India",9885172177,ramakrishna100913@bpclretail.in,17.659654,82.936341,DIESEL,"Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:23:53
0000216502,BP-RAVIKAMATHAM BHARAT PETROLEUM DEALERS,BP-RAVIKAMATHAM BHARAT PETROLEUM DEALERS,"SY. NO. 189/1A2, LOUPUDI VILLAGE","BUTCHAYAPETA MANDAL,",BUTCHAYAPETA,ANAKAPALLI,Andhra Pradesh,IN-11,521213,"SY. NO. 189/1A2, LOUPUDI VILLAGE, BUTCHAYAPETA MANDAL,, BUTCHAYAPETA, ANAKAPALLI, 521213, India",9805670329,bp216502@bpclretail.in,17.80395,82.819302,"DIESEL, PETROL, SPEED","Automation, Air_Filling",2026-09-02 16:23:53
0000204213,POLICE WELARE PETRO STATION BHARAT PETROLEUM DEALERS,POLICE WELARE PETRO STATION BHARAT PETROLEUM DEALERS,CHODAVARAM,CHODAVARAM,CHODAVARAM,ANAKAPALLI,Andhra Pradesh,IN-11,531036,"CHODAVARAM, CHODAVARAM, CHODAVARAM, ANAKAPALLI, 531036, India",9346912009,pwps204213@bpclretail.in,17.825943,82.938275,"DIESEL, PETROL, SPEED","Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:23:53
0000171782,VIJAYA VAHINI FUELS BHARAT PETROLEUM DEALERS,VIJAYA VAHINI FUELS BHARAT PETROLEUM DEALERS,CHODAVARAM VIL,,CHODAVARAM,ANAKAPALLI,Andhra Pradesh,IN-11,531036,"CHODAVARAM VIL, , CHODAVARAM, ANAKAPALLI, 531036, India",9912318844,vijaya171782@bpclretail.in,17.822618,82.94468,"DIESEL, PETROL","Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:23:53
0000253848,SREE LAXMI GANAPATHI FUEL F S BHARAT PETROLEUM DEALERS,SREE LAXMI GANAPATHI FUEL F S BHARAT PETROLEUM DEALERS,"LP NO-541, SURVEY NO 161-1",NEAR KONERU,"JALLURU, KOTAVARUTLA",ANAKAPALLI,Andhra Pradesh,IN-11,531085,"LP NO-541, SURVEY NO 161-1, NEAR KONERU, JALLURU, KOTAVARUTLA, ANAKAPALLI, 531085, India",6281801309,balamanilalam23790@gmail.com,17.5952778,82.6602778,"DIESEL, PETROL","Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:28:20
0000181130,SSRII SAMPATH VINAYAKA FILLING BHARAT PETROLEUM DEALERS,SSRII SAMPATH VINAYAKA FILLING BHARAT PETROLEUM DEALERS,SURVEY NO.217/6,K.KOTAPADU MANDAL,K.KOTAPADU,ANAKAPALLI,Andhra Pradesh,IN-11,531034,"SURVEY NO.217/6, K.KOTAPADU MANDAL, K.KOTAPADU, ANAKAPALLI, 531034, India",8096454050,vinayaka181130@bpclretail.in,17.890046,83.040842,"DIESEL, PETROL","Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:23:53
0000175706,MANASA SAI SRI AGENCIES BHARAT PETROLEUM DEALERS,MANASA SAI SRI AGENCIES BHARAT PETROLEUM DEALERS,KONDALA AGRAHARAM POST,MAKAVARAPALEM MANDAL,KONDALA AGRAHARAM,ANAKAPALLI,Andhra Pradesh,IN-11,531113,"KONDALA AGRAHARAM POST, MAKAVARAPALEM MANDAL, KONDALA AGRAHARAM, ANAKAPALLI, 531113, India",9121996383,manasa175706@bpclretail.in,17.630845,82.693971,"DIESEL, PETROL","Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:28:20
0000184063,DHARMA TEJA FILLING STATION BHARAT PETROLEUM DEALERS,DHARMA TEJA FILLING STATION BHARAT PETROLEUM DEALERS,SURVEY NO.283-1,RAVIKAMATAM MANDAL,KOTHAKOTA,ANAKAPALLI,Andhra Pradesh,IN-11,531114,"SURVEY NO.283-1, RAVIKAMATAM MANDAL, KOTHAKOTA, ANAKAPALLI, 531114, India",9603316999,dharmat184063@bpclretail.in,17.746896,82.689337,"DIESEL, PETROL","Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:28:35
0000145789,SUNRISE INDUSTRIAL FILLING CEN BHARAT PETROLEUM DEALERS,SUNRISE INDUSTRIAL FILLING CEN BHARAT PETROLEUM DEALERS,CHEEMALAPALLE (V),ACHUTAPURAM MANDAL,MADUTURU,ANAKAPALLI,Andhra Pradesh,IN-11,531020,"CHEEMALAPALLE (V), ACHUTAPURAM MANDAL, MADUTURU, ANAKAPALLI, 531020, India",9966140399,sunrise145789@bpclretail.in,17.574566,83.001452,"DIESEL, PETROL","Automation, Pure_Sure, Air_Filling, Parking, TWO_FOUR_SEVEN",2026-09-02 16:23:53
0000231987,POLICE WELFARE PETROL STATION BHARAT PETROLEUM DEALERS,POLICE WELFARE PETROL STATION BHARAT PETROLEUM DEALERS,"SY, NO 246/5, NAKKAPALLE POLICE STA",NAKKAPALLE,NAKKAPALLE,ANAKAPALLI,Andhra Pradesh,IN-11,531081,"SY, NO 246/5, NAKKAPALLE POLICE STA, NAKKAPALLE, NAKKAPALLE, ANAKAPALLI, 531081, India",9346912059,police231987@bpclretail.in,17.409519,82.715804,"DIESEL, PETROL","Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:28:20
0000191847,SRI LAKSHMI NARASIMHASWAMY FUE BHARAT PETROLEUM DEALERS,SRI LAKSHMI NARASIMHASWAMY FUE BHARAT PETROLEUM DEALERS,"SY NO 117 7B, RAYAPURAJU PETA","NARASAPURAM VILLAGE, CHODAVARAM",NARASAPURAM,ANAKAPALLI,Andhra Pradesh,IN-11,531023,"SY NO 117 7B, RAYAPURAJU PETA, NARASAPURAM VILLAGE, CHODAVARAM, NARASAPURAM, ANAKAPALLI, 531023, India",8008264436,lakshmi191847@bpclretail.in,17.796827,82.981074,"DIESEL, PETROL","Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:23:53
0000215779,S.A.V.S TRUST BHARAT PETROLEUM DEALERS,S.A.V.S TRUST BHARAT PETROLEUM DEALERS,NARSINGHAPALLI,RAMCO CEMENT PLANT,NARSINGHAPALLI,ANAKAPALLI,Andhra Pradesh,IN-11,531055,"NARSINGHAPALLI, RAMCO CEMENT PLANT, NARSINGHAPALLI, ANAKAPALLI, 531055, India",9959366166,savs215779@bpclretail.in,17.622446,82.88485,"DIESEL, PETROL","Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:23:53
0000100783,CHAKKA SRIRAMAMURTHY &SURYANAR BHARAT PETROLEUM DEALERS,CHAKKA SRIRAMAMURTHY &SURYANAR BHARAT PETROLEUM DEALERS,NARSIPATNAM,,NARSIPATNAM,ANAKAPALLI,Andhra Pradesh,IN-11,531118,"NARSIPATNAM, , NARSIPATNAM, ANAKAPALLI, 531118, India",9848241888,chakka100783@bpclretail.in,17.663834,82.615068,,"Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:28:35
0000211839,RAVI FUEL FILLING STATION BHARAT PETROLEUM DEALERS,RAVI FUEL FILLING STATION BHARAT PETROLEUM DEALERS,BALLIGATTAM BYPASS ROUTE,NARSIPATNAM,NARSIPATNAM,ANAKAPALLI,Andhra Pradesh,IN-11,531116,"BALLIGATTAM BYPASS ROUTE, NARSIPATNAM, NARSIPATNAM, ANAKAPALLI, 531116, India",9866887646,ravifuel211839@bpclretail.in,17.655971,82.610861,"DIESEL, PETROL","Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:28:35
0000261093,SATYA KRISHNA AGENCIES BHARAT PETROLEUM DEALERS,SATYA KRISHNA AGENCIES BHARAT PETROLEUM DEALERS,R.S.NO. 228-1P & 228-5P,"SH - 157, GAJUWAKA-YELAMANCHILI RD","PARWADA MANDAL, ANAKAPALL",ANAKAPALLI,Andhra Pradesh,IN-11,531021,"R.S.NO. 228-1P & 228-5P, SH - 157, GAJUWAKA-YELAMANCHILI RD, PARWADA MANDAL, ANAKAPALL, ANAKAPALLI, 531021, India",9858788788,karrychandrasekharreddy@gmail.com,17.6353562,83.1088411,"DIESEL, PETROL","Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:23:53
0000178405,JAMEELA FILLING STATION BHARAT PETROLEUM DEALERS,JAMEELA FILLING STATION BHARAT PETROLEUM DEALERS,"SURVEY NO. 53/5 , SH-38",SHRIRAM NAGAR AREA,PEDA BODDEPALLI,ANAKAPALLI,Andhra Pradesh,IN-11,531116,"SURVEY NO. 53/5 , SH-38, SHRIRAM NAGAR AREA, PEDA BODDEPALLI, ANAKAPALLI, 531116, India",9014636666,jameela178405@bpclretail.in,17.666741,82.634018,"DIESEL, PETROL","Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:28:35
0000249946,SRI LAKSHMI JYOTHI E.S ADHOC BHARAT PETROLEUM DEALERS,SRI LAKSHMI JYOTHI E.S ADHOC BHARAT PETROLEUM DEALERS,"SURVEY NO. 53/5 , SH-38",SHRIRAM NAGAR AREA,PEDA BODDEPALLI,ANAKAPALLI,Andhra Pradesh,IN-11,531116,"SURVEY NO. 53/5 , SH-38, SHRIRAM NAGAR AREA, PEDA BODDEPALLI, ANAKAPALLI, 531116, India",9550738373,jhothi180198@bpclretail.in,17.666741,82.634018,,"Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:28:35
0000100908,R K ENTERPRISES BHARAT PETROLEUM DEALERS,R K ENTERPRISES BHARAT PETROLEUM DEALERS,NH-5,PICINIKADA,PICINIKADA,ANAKAPALLI,Andhra Pradesh,IN-11,531031,"NH-5, PICINIKADA, PICINIKADA, ANAKAPALLI, 531031, India",7331182313,rk100908@bpclretail.in,17.687336,83.017249,"DIESEL, PETROL","Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:23:53
0000256320,VANDE BHARAT ENERGY STATION BHARAT PETROLEUM DEALERS,VANDE BHARAT ENERGY STATION BHARAT PETROLEUM DEALERS,"S.NO 135/1, 135/5",SABBAVARAM MANDAL,PYDIWADA AGRAHARAM,ANAKAPALLI,Andhra Pradesh,IN-11,531001,"S.NO 135/1, 135/5, SABBAVARAM MANDAL, PYDIWADA AGRAHARAM, ANAKAPALLI, 531001, India",7729866222,bindukoneru1998@gmail.com,17.735548,83.101562,"DIESEL, PETROL","Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:23:53
0000190937,RAGHU RAMA FILLING STATION BHARAT PETROLEUM DEALERS,RAGHU RAMA FILLING STATION BHARAT PETROLEUM DEALERS,SURVEY NO. 102/2,RAMBILLI VILLAGE AND MANADAL,RAMBILLI,ANAKAPALLI,Andhra Pradesh,IN-11,531061,"SURVEY NO. 102/2, RAMBILLI VILLAGE AND MANADAL, RAMBILLI, ANAKAPALLI, 531061, India",9441191111,raghurama190937@bpclretail.in,17.4684,82.92993,"DIESEL, PETROL","Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:23:53
0000246388,LUCKY FILLING STATION BHARAT PETROLEUM DEALERS,LUCKY FILLING STATION BHARAT PETROLEUM DEALERS,"SURVEY NO 73/4, 73/7","SURVEY NO 73/4, 73/7",RAVIKAMATHAM,ANAKAPALLI,Andhra Pradesh,IN-11,531025,"SURVEY NO 73/4, 73/7, SURVEY NO 73/4, 73/7, RAVIKAMATHAM, ANAKAPALLI, 531025, India",9032849549,luckyfilling55@gmail.com,17.79536,82.80678,"DIESEL, PETROL","Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:23:53
0000229524,CSR MURTHY ADHOC BHARAT PETROLEUM DEALERS,CSR MURTHY ADHOC BHARAT PETROLEUM DEALERS,SY. NO 3/1 REBAKA VILLAGE,ANKAPALLE MANDAL,REBACA VILL.,ANAKAPALLI,Andhra Pradesh,IN-11,531035,"SY. NO 3/1 REBAKA VILLAGE, ANKAPALLE MANDAL, REBACA VILL., ANAKAPALLI, 531035, India",9553666116,kuricheti.ravichand@gmail.com,17.726433,83.04441,,"Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:23:53
0000242270,KINGS FUELS ADHOC BHARAT PETROLEUM DEALERS,KINGS FUELS ADHOC BHARAT PETROLEUM DEALERS,SY. NO 3/1 REBAKA VILLAGE,ANKAPALLE MANDAL,REBACA VILL.,ANAKAPALLI,Andhra Pradesh,IN-11,531035,"SY. NO 3/1 REBAKA VILLAGE, ANKAPALLE MANDAL, REBACA VILL., ANAKAPALLI, 531035, India",9553666116,kuricheti.ravichand@gmail.com,17.726433,83.04441,,"Automation, Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:23:53
0000252999,SRI SATYASAI ENTERPRISES ADHOC BHARAT PETROLEUM DEALERS,SRI SATYASAI ENTERPRISES ADHOC BHARAT PETROLEUM DEALERS,SY. NO 3/1 REBAKA VILLAGE,ANAKAPALLE MANDAL,REBACA VILL.,ANAKAPALLI,Andhra Pradesh,IN-11,531035,"SY. NO 3/1 REBAKA VILLAGE, ANAKAPALLE MANDAL, REBACA VILL., ANAKAPALLI, 531035, India",9160257327,satyasai100790@bpclretail.in,17.726433,83.04441,"DIESEL, PETROL","Pure_Sure, Air_Filling, TWO_FOUR_SEVEN",2026-09-02 16:23:53
